id,datetime,latitude,longitude,maximumwind
EP011949,"1949061100","20.2","-106.3",45
EP011949,"1949061106","20.2","-106.4",45
EP011949,"1949061112","20.2","-106.7",45
EP011949,"1949061118","20.3","-107.7",45
EP011949,"1949061200","20.4","-108.6",45
EP011949,"1949061206","20.5","-109.4",45
EP011949,"1949061212","20.6","-110.2",45
EP021949,"1949061712","14.1","-107.0",45
EP021949,"1949061718","14.6","-107.7",45
EP021949,"1949061800","15.0","-108.4",45
EP021949,"1949061806","15.4","-109.2",45
EP021949,"1949061812","15.7","-110.0",45
EP021949,"1949061818","16.0","-110.8",45
EP021949,"1949061900","16.3","-111.6",45
EP021949,"1949061906","16.7","-112.3",45
EP021949,"1949061912","17.1","-112.9",45
EP021949,"1949061918","17.5","-113.5",45
EP021949,"1949062000","18.0","-114.1",45
EP021949,"1949062006","18.4","-114.6",45
EP021949,"1949062012","18.9","-115.1",45
EP021949,"1949062018","19.4","-115.6",45
EP021949,"1949062100","19.9","-116.0",45
EP021949,"1949062106","20.4","-116.4",45
EP021949,"1949062112","21.0","-116.7",45
EP021949,"1949062118","21.5","-117.1",45
EP021949,"1949062200","22.0","-117.5",45
EP021949,"1949062206","22.5","-117.8",45
EP021949,"1949062212","23.1","-118.0",45
EP021949,"1949062218","23.9","-118.0",45
EP021949,"1949062300","24.7","-117.7",45
EP021949,"1949062306","25.4","-117.4",45
EP021949,"1949062312","26.0","-117.0",45
EP031949,"1949090312","17.3","-106.3",45
EP031949,"1949090318","17.6","-106.6",45
EP031949,"1949090400","17.9","-106.8",45
EP031949,"1949090406","18.4","-106.8",45
EP031949,"1949090412","18.8","-106.9",45
EP031949,"1949090418","18.9","-106.9",45
EP031949,"1949090500","19.0","-107.0",45
EP031949,"1949090506","19.0","-107.1",45
EP031949,"1949090512","19.1","-107.2",45
EP031949,"1949090518","19.6","-107.9",45
EP031949,"1949090600","20.2","-108.8",45
EP031949,"1949090606","20.7","-109.4",45
EP031949,"1949090612","21.2","-110.0",45
EP031949,"1949090618","22.0","-110.8",45
EP031949,"1949090700","22.9","-111.7",45
EP031949,"1949090706","23.8","-112.8",45
EP031949,"1949090712","24.8","-113.8",45
EP031949,"1949090718","25.5","-114.5",45
EP031949,"1949090800","26.2","-115.2",45
EP031949,"1949090806","27.6","-115.9",45
EP031949,"1949090812","28.6","-116.4",45
EP031949,"1949090818","28.4","-116.4",45
EP031949,"1949090900","28.2","-116.4",45
EP031949,"1949090906","28.1","-116.4",45
EP031949,"1949090912","28.0","-116.5",45
EP041949,"1949090912","19.3","-108.6",75
EP041949,"1949090918","20.2","-109.4",75
EP041949,"1949091000","21.2","-110.2",75
EP041949,"1949091006","21.8","-110.6",75
EP041949,"1949091012","22.5","-110.9",75
EP041949,"1949091018","23.2","-111.0",75
EP041949,"1949091100","23.9","-111.0",75
EP041949,"1949091106","24.3","-111.0",75
EP041949,"1949091112","24.5","-110.9",75
EP051949,"1949091712","15.4","-101.3",45
EP051949,"1949091718","15.8","-102.8",45
EP051949,"1949091800","16.5","-103.9",45
EP051949,"1949091806","17.7","-104.6",45
EP051949,"1949091812","18.7","-105.4",45
EP051949,"1949091818","19.0","-106.1",45
EP051949,"1949091900","19.3","-106.7",45
EP051949,"1949091906","19.7","-107.3",45
EP051949,"1949091912","20.1","-107.9",45
EP061949,"1949092900","16.1","-107.4",25
EP061949,"1949092906","17.0","-107.2",45
EP061949,"1949092912","17.9","-107.3",75
EP061949,"1949092918","18.6","-107.9",75
EP061949,"1949093000","18.8","-108.8",45
EP061949,"1949093006","18.2","-110.1",45
EP061949,"1949093012","16.7","-111.6",25
EP011950,"1950061412","14.1","-98.2",75
EP011950,"1950061418","14.2","-98.5",75
EP011950,"1950061500","14.4","-98.9",75
EP011950,"1950061506","14.8","-99.5",75
EP011950,"1950061512","15.2","-99.9",75
EP011950,"1950061518","15.4","-100.0",75
EP011950,"1950061600","15.6","-100.1",75
EP011950,"1950061606","15.9","-100.2",75
EP011950,"1950061612","16.1","-100.3",75
EP011950,"1950061618","16.1","-100.6",75
EP011950,"1950061700","16.2","-101.1",75
EP011950,"1950061706","16.4","-101.6",75
EP011950,"1950061712","16.6","-102.1",75
EP011950,"1950061718","16.8","-102.8",75
EP011950,"1950061800","17.0","-103.6",75
EP011950,"1950061806","17.4","-105.0",75
EP011950,"1950061812","18.1","-106.0",75
EP011950,"1950061818","19.0","-106.0",75
EP011950,"1950061900","20.0","-106.0",75
EP011950,"1950061906","20.8","-106.0",75
EP011950,"1950061912","21.5","-106.0",75
EP021950,"1950070312","18.4","-105.9",75
EP021950,"1950070318","19.0","-106.3",75
EP021950,"1950070400","19.5","-106.7",75
EP021950,"1950070406","20.2","-107.2",75
EP021950,"1950070412","20.7","-107.8",75
EP021950,"1950070418","21.0","-108.4",75
EP021950,"1950070500","21.1","-109.0",75
EP021950,"1950070506","21.2","-109.7",75
EP021950,"1950070512","21.4","-110.4",75
EP021950,"1950070518","21.8","-111.2",75
EP021950,"1950070600","22.3","-112.0",75
EP021950,"1950070606","22.8","-112.8",75
EP021950,"1950070612","23.3","-113.6",75
EP031950,"1950070912","16.1","-108.0",75
EP031950,"1950070918","16.4","-108.4",75
EP031950,"1950071000","16.7","-108.9",75
EP031950,"1950071006","17.1","-109.7",75
EP031950,"1950071012","17.5","-110.5",75
EP031950,"1950071018","17.8","-111.2",75
EP031950,"1950071100","18.0","-112.0",75
EP031950,"1950071106","18.3","-113.0",75
EP031950,"1950071112","18.6","-114.0",75
EP031950,"1950071118","18.7","-114.9",75
EP031950,"1950071200","18.6","-115.9",75
EP031950,"1950071206","18.4","-117.0",75
EP031950,"1950071212","18.1","-118.0",75
CP011950,"1950081200","14.5","-144.5",25
CP011950,"1950081206","14.9","-144.8",25
CP011950,"1950081212","15.2","-145.2",25
CP011950,"1950081218","15.5","-145.6",25
CP011950,"1950081300","15.7","-145.8",25
CP011950,"1950081306","15.9","-146.3",45
CP011950,"1950081312","16.3","-146.9",45
CP011950,"1950081318","16.6","-147.6",45
CP011950,"1950081400","16.8","-148.1",45
CP011950,"1950081406","17.5","-149.1",45
CP011950,"1950081412","18.3","-150.1",45
CP011950,"1950081418","19.3","-151.3",45
CP011950,"1950081500","20.1","-152.4",45
CP011950,"1950081506","20.7","-153.4",45
CP011950,"1950081512","21.4","-154.4",45
CP011950,"1950081518","22.3","-155.6",45
CP011950,"1950081600","23.0","-156.6",75
CP011950,"1950081606","23.7","-157.5",75
CP011950,"1950081612","24.3","-158.4",75
CP011950,"1950081618","24.7","-159.6",75
CP011950,"1950081700","24.7","-160.8",75
CP011950,"1950081706","24.5","-161.6",75
CP011950,"1950081712","24.0","-162.4",75
CP011950,"1950081718","23.6","-163.1",75
CP011950,"1950081800","23.3","-163.8",75
CP011950,"1950081806","22.8","-164.7",75
CP011950,"1950081812","22.6","-165.6",75
CP011950,"1950081818","22.5","-166.5",75
CP011950,"1950081900","22.5","-167.4",75
CP011950,"1950081906","22.6","-168.7",75
CP011950,"1950081912","22.7","-169.7",75
CP011950,"1950081918","23.2","-170.4",45
CP011950,"1950082000","23.6","-171.5",45
CP011950,"1950082006","24.1","-172.4",45
CP011950,"1950082012","24.7","-173.7",45
CP011950,"1950082018","25.3","-174.3",45
CP011950,"1950082100","26.0","-175.7",45
CP011950,"1950082106","26.7","-176.9",45
CP011950,"1950082112","27.4","-178.0",25
EP051950,"1950082612","17.3","-131.5",75
EP051950,"1950082618","17.7","-132.4",75
EP051950,"1950082700","17.9","-133.2",75
EP051950,"1950082706","17.9","-133.8",75
EP051950,"1950082712","18.0","-134.4",75
EP051950,"1950082718","18.1","-135.1",75
EP051950,"1950082800","18.3","-135.8",75
EP051950,"1950082806","18.5","-136.4",75
EP051950,"1950082812","18.6","-137.0",75
EP051950,"1950082818","18.7","-137.5",75
EP051950,"1950082900","18.8","-138.1",75
EP051950,"1950082906","18.9","-138.8",75
EP051950,"1950082912","19.0","-139.6",75
EP051950,"1950082918","19.1","-140.3",75
EP051950,"1950083000","19.3","-141.1",75
EP051950,"1950083006","19.5","-142.0",75
EP051950,"1950083012","19.7","-143.0",75
EP061950,"1950100112","14.0","-108.7",75
EP061950,"1950100118","14.7","-109.0",75
EP061950,"1950100200","15.2","-109.4",75
EP061950,"1950100206","15.4","-109.7",75
EP061950,"1950100212","15.6","-110.0",75
EP061950,"1950100218","15.9","-110.4",75
EP061950,"1950100300","16.2","-110.9",75
EP061950,"1950100306","16.5","-111.4",75
EP061950,"1950100312","16.9","-111.9",75
EP011951,"1951051712","11.0","-104.4",45
EP011951,"1951051718","11.5","-104.3",45
EP011951,"1951051800","12.1","-104.1",45
EP011951,"1951051806","12.8","-103.9",45
EP011951,"1951051812","13.6","-103.8",45
EP011951,"1951051818","14.3","-103.6",45
EP011951,"1951051900","15.0","-103.3",45
EP011951,"1951051906","15.5","-103.1",45
EP011951,"1951051912","15.9","-103.0",45
EP011951,"1951051918","16.4","-102.9",45
EP011951,"1951052000","16.9","-102.8",45
EP011951,"1951052006","17.4","-102.6",45
EP011951,"1951052012","17.8","-102.4",45
EP011951,"1951052018","18.1","-102.0",45
EP011951,"1951052100","18.3","-101.4",45
EP051951,"1951080312","10.6","-94.5",45
EP051951,"1951080318","11.0","-95.4",45
EP051951,"1951080400","11.5","-96.2",45
EP051951,"1951080406","11.9","-96.9",45
EP051951,"1951080412","12.3","-97.7",45
EP051951,"1951080418","12.5","-98.7",45
EP051951,"1951080500","12.7","-100.1",45
EP051951,"1951080506","12.9","-101.9",45
EP051951,"1951080512","13.4","-103.8",45
EP051951,"1951080518","14.2","-105.6",45
EP051951,"1951080600","15.1","-107.3",45
EP051951,"1951080606","16.0","-108.8",45
EP051951,"1951080612","16.9","-110.2",45
EP051951,"1951080618","17.3","-111.2",45
EP051951,"1951080700","17.5","-112.2",45
EP051951,"1951080706","17.5","-113.8",45
EP051951,"1951080712","17.5","-115.3",45
EP051951,"1951080718","17.7","-116.6",45
EP051951,"1951080800","18.0","-117.8",45
EP051951,"1951080806","18.2","-118.7",45
EP051951,"1951080812","18.4","-119.7",45
EP051951,"1951080818","18.6","-121.0",45
EP051951,"1951080900","18.8","-122.3",45
EP051951,"1951080906","19.1","-123.5",45
EP051951,"1951080912","19.4","-124.8",45
EP051951,"1951080918","19.5","-125.8",45
EP051951,"1951081000","19.6","-126.8",45
EP051951,"1951081006","19.7","-127.9",45
EP051951,"1951081012","19.7","-129.0",45
EP061951,"1951082412","15.6","-101.0",45
EP061951,"1951082418","16.6","-103.4",45
EP061951,"1951082500","17.4","-105.1",45
EP061951,"1951082506","17.9","-106.2",45
EP061951,"1951082512","18.5","-107.3",45
EP061951,"1951082518","19.2","-108.5",45
EP061951,"1951082600","20.0","-109.7",45
EP061951,"1951082606","20.8","-110.9",45
EP061951,"1951082612","21.6","-112.0",45
EP061951,"1951082618","22.1","-113.6",45
EP061951,"1951082700","22.5","-115.1",45
EP061951,"1951082706","23.3","-115.6",45
EP061951,"1951082712","24.3","-115.8",45
EP061951,"1951082718","25.6","-115.9",45
EP061951,"1951082800","26.9","-116.0",45
EP061951,"1951082806","27.9","-116.0",45
EP061951,"1951082812","28.8","-116.0",45
EP061951,"1951082818","29.9","-115.8",45
EP061951,"1951082900","31.0","-115.5",45
EP061951,"1951082906","31.7","-115.3",25
EP061951,"1951082912","31.9","-115.2",25
EP071951,"1951091112","17.1","-105.6",45
EP071951,"1951091118","17.9","-105.6",45
EP071951,"1951091200","18.6","-105.7",45
EP071951,"1951091206","19.2","-105.7",45
EP071951,"1951091212","19.8","-105.8",45
EP071951,"1951091218","20.4","-106.2",45
EP071951,"1951091300","20.9","-106.7",45
EP071951,"1951091306","21.2","-106.9",45
EP071951,"1951091312","21.4","-107.2",45
EP071951,"1951091318","21.6","-107.5",45
EP071951,"1951091400","21.8","-107.8",45
EP071951,"1951091406","21.9","-108.1",45
EP071951,"1951091412","21.9","-108.4",45
EP071951,"1951091418","21.8","-108.8",45
EP071951,"1951091500","21.7","-109.4",45
EP071951,"1951091506","21.7","-110.2",45
EP071951,"1951091512","21.9","-110.9",45
EP081951,"1951092312","13.4","-100.7",75
EP081951,"1951092318","13.5","-101.7",75
EP081951,"1951092400","13.8","-102.6",75
EP081951,"1951092406","14.3","-103.3",75
EP081951,"1951092412","14.8","-104.0",75
EP081951,"1951092418","15.2","-105.0",75
EP081951,"1951092500","15.5","-106.1",75
EP081951,"1951092506","15.7","-107.1",75
EP081951,"1951092512","16.0","-108.0",75
EP081951,"1951092518","16.3","-109.1",75
EP081951,"1951092600","16.7","-110.2",75
EP081951,"1951092606","17.2","-111.5",75
EP081951,"1951092612","17.8","-112.8",75
EP081951,"1951092618","18.2","-113.5",75
EP081951,"1951092700","18.6","-114.1",75
EP081951,"1951092706","19.0","-114.8",75
EP081951,"1951092712","19.4","-115.6",75
EP081951,"1951092718","19.6","-116.4",75
EP081951,"1951092800","19.7","-117.3",75
EP081951,"1951092806","19.8","-118.5",75
EP081951,"1951092812","19.9","-119.9",75
EP091951,"1951112712","14.0","-104.0",45
EP091951,"1951112718","14.5","-105.0",45
EP091951,"1951112800","15.1","-105.9",45
EP091951,"1951112806","15.9","-106.7",45
EP091951,"1951112812","16.7","-107.2",45
EP091951,"1951112818","17.3","-107.6",45
EP091951,"1951112900","17.9","-107.9",45
EP091951,"1951112906","18.7","-108.2",45
EP091951,"1951112912","19.6","-108.5",45
EP091951,"1951112918","20.9","-108.8",45
EP091951,"1951113000","22.2","-108.9",45
EP091951,"1951113006","23.1","-108.9",45
EP091951,"1951113012","24.0","-108.9",45
EP011952,"1952052912","12.9","-112.7",45
EP011952,"1952052918","13.5","-112.2",45
EP011952,"1952053000","14.1","-111.7",45
EP011952,"1952053006","14.8","-111.2",45
EP011952,"1952053012","15.4","-110.7",45
EP011952,"1952053018","16.0","-110.1",45
EP011952,"1952053100","16.6","-109.4",45
EP011952,"1952053106","17.1","-108.8",45
EP011952,"1952053112","17.5","-108.1",45
EP021952,"1952061212","14.6","-99.3",45
EP021952,"1952061218","14.8","-100.0",45
EP021952,"1952061300","15.1","-100.7",45
EP021952,"1952061306","15.6","-101.3",45
EP021952,"1952061312","16.1","-101.9",45
EP021952,"1952061318","16.3","-102.7",45
EP021952,"1952061400","16.5","-103.6",45
EP021952,"1952061406","16.8","-104.2",45
EP021952,"1952061412","17.1","-104.8",45
EP021952,"1952061418","17.3","-105.7",45
EP021952,"1952061500","17.4","-106.6",45
EP021952,"1952061506","17.5","-107.3",45
EP021952,"1952061512","17.7","-107.7",45
EP021952,"1952061518","18.0","-107.9",45
EP021952,"1952061600","18.3","-108.0",45
EP021952,"1952061606","18.6","-108.0",45
EP021952,"1952061612","19.0","-108.0",45
EP031952,"1952071900","19.5","-108.7",45
EP031952,"1952071906","20.2","-109.6",45
EP031952,"1952071912","20.7","-110.5",45
EP031952,"1952071918","21.1","-111.3",45
EP031952,"1952072000","21.4","-112.1",45
EP031952,"1952072006","21.7","-112.9",45
EP031952,"1952072012","22.0","-113.6",45
EP031952,"1952072018","22.4","-114.4",45
EP031952,"1952072100","22.8","-115.1",45
EP041952,"1952072400","16.5","-115.0",75
EP041952,"1952072406","16.8","-115.4",75
EP041952,"1952072412","17.0","-115.8",75
EP041952,"1952072418","17.1","-116.3",75
EP041952,"1952072500","17.1","-116.8",75
EP041952,"1952072506","17.2","-117.7",75
EP041952,"1952072512","17.4","-118.6",75
EP041952,"1952072518","17.6","-119.2",75
EP041952,"1952072600","17.8","-119.8",75
EP041952,"1952072606","18.2","-121.0",75
EP041952,"1952072612","18.6","-122.2",75
EP041952,"1952072618","19.2","-123.6",75
EP041952,"1952072700","20.0","-125.0",75
EP051952,"1952091512","17.6","-108.1",75
EP051952,"1952091518","18.5","-109.3",75
EP051952,"1952091600","19.2","-110.2",75
EP051952,"1952091606","19.8","-110.9",75
EP051952,"1952091612","20.4","-111.5",75
EP051952,"1952091618","21.0","-111.9",75
EP051952,"1952091700","21.5","-112.3",75
EP051952,"1952091706","21.8","-112.9",75
EP051952,"1952091712","22.0","-113.6",75
EP051952,"1952091718","22.2","-114.2",75
EP051952,"1952091800","22.5","-114.8",75
EP051952,"1952091806","22.7","-115.5",75
EP051952,"1952091812","23.0","-116.3",75
EP051952,"1952091818","23.2","-116.9",75
EP051952,"1952091900","23.5","-117.6",75
EP051952,"1952091906","23.8","-118.3",75
EP051952,"1952091912","24.0","-118.9",75
EP051952,"1952091918","24.4","-119.4",75
EP051952,"1952092000","24.8","-119.9",75
EP051952,"1952092006","25.2","-120.4",75
EP051952,"1952092012","25.5","-120.9",75
EP051952,"1952092018","25.8","-121.2",45
EP051952,"1952092100","26.0","-121.5",45
EP051952,"1952092106","26.8","-122.4",45
EP051952,"1952092112","27.5","-123.4",45
EP051952,"1952092118","27.7","-124.2",45
EP051952,"1952092200","27.8","-125.0",45
EP051952,"1952092206","27.9","-125.8",45
EP051952,"1952092212","28.0","-126.5",45
EP061952,"1952092612","18.1","-107.9",45
EP061952,"1952092618","18.1","-108.7",45
EP061952,"1952092700","18.1","-109.3",45
EP061952,"1952092706","18.2","-109.7",45
EP061952,"1952092712","18.4","-110.0",45
EP061952,"1952092718","18.7","-110.5",45
EP061952,"1952092800","19.0","-111.0",45
EP061952,"1952092806","19.4","-111.5",45
EP061952,"1952092812","19.8","-111.9",45
EP071952,"1952101312","17.4","-121.1",75
EP071952,"1952101318","17.4","-122.0",75
EP071952,"1952101400","17.4","-122.9",75
EP071952,"1952101406","17.5","-124.0",75
EP071952,"1952101412","17.6","-125.0",75
EP071952,"1952101418","17.7","-125.6",75
EP071952,"1952101500","17.8","-126.3",75
EP071952,"1952101506","17.9","-127.1",75
EP071952,"1952101512","18.0","-127.9",75
EP011953,"1953082500","19.1","-109.4",45
EP011953,"1953082506","19.6","-110.1",45
EP011953,"1953082512","20.3","-110.7",45
EP011953,"1953082518","21.1","-111.2",45
EP011953,"1953082600","21.9","-111.7",45
EP011953,"1953082606","22.5","-112.2",45
EP011953,"1953082612","23.1","-112.6",45
EP011953,"1953082618","23.7","-112.9",45
EP011953,"1953082700","24.4","-113.0",45
EP031953,"1953091400","17.9","-108.1",75
EP031953,"1953091406","18.5","-108.6",75
EP031953,"1953091412","19.2","-108.9",75
EP031953,"1953091418","19.5","-108.9",75
EP031953,"1953091500","19.8","-108.9",75
EP031953,"1953091506","20.3","-108.8",75
EP031953,"1953091512","20.7","-108.7",75
EP031953,"1953091518","21.1","-108.4",75
EP031953,"1953091600","21.6","-108.2",75
EP031953,"1953091606","21.9","-108.1",75
EP031953,"1953091612","22.3","-108.1",75
EP031953,"1953091618","22.8","-108.1",75
EP031953,"1953091700","23.3","-108.2",75
EP041953,"1953100200","13.9","-101.7",75
EP041953,"1953100206","14.5","-102.0",75
EP041953,"1953100212","15.0","-102.4",75
EP041953,"1953100218","15.7","-103.0",75
EP041953,"1953100300","16.3","-103.7",75
EP041953,"1953100306","17.0","-104.5",75
EP041953,"1953100312","17.7","-105.2",75
EP041953,"1953100318","18.3","-105.6",75
EP041953,"1953100400","18.9","-106.1",75
EP041953,"1953100406","19.3","-106.9",75
EP041953,"1953100412","19.5","-107.8",75
EP041953,"1953100418","19.6","-108.7",75
EP041953,"1953100500","19.8","-109.6",75
EP041953,"1953100506","19.9","-110.4",75
EP041953,"1953100512","20.1","-111.2",75
EP041953,"1953100518","20.2","-111.7",75
EP041953,"1953100600","20.3","-112.2",75
EP041953,"1953100606","20.4","-112.6",75
EP041953,"1953100612","20.5","-113.0",75
EP041953,"1953100618","20.4","-113.4",75
EP041953,"1953100700","20.3","-113.8",75
EP041953,"1953100706","20.2","-114.3",75
EP041953,"1953100712","20.1","-114.7",75
EP041953,"1953100718","20.0","-115.2",75
EP041953,"1953100800","19.8","-115.7",75
EP011954,"1954061800","13.0","-93.2",45
EP011954,"1954061806","13.5","-94.1",45
EP011954,"1954061812","14.0","-94.7",45
EP011954,"1954061818","14.4","-95.2",45
EP011954,"1954061900","14.7","-95.6",45
EP011954,"1954061906","14.9","-96.0",45
EP011954,"1954061912","15.1","-96.4",45
EP011954,"1954061918","15.3","-96.8",45
EP011954,"1954062000","15.5","-97.3",45
EP011954,"1954062006","15.6","-97.9",45
EP011954,"1954062012","15.7","-98.5",45
EP011954,"1954062018","15.8","-99.3",45
EP011954,"1954062100","16.0","-100.0",45
EP011954,"1954062106","16.1","-100.5",45
EP011954,"1954062112","16.3","-101.0",45
EP011954,"1954062118","16.4","-101.5",45
EP011954,"1954062200","16.5","-102.0",45
EP011954,"1954062206","16.8","-102.2",45
EP011954,"1954062212","17.2","-102.2",45
EP021954,"1954071000","15.1","-105.2",45
EP021954,"1954071006","15.7","-106.0",45
EP021954,"1954071012","16.4","-106.8",45
EP021954,"1954071018","16.8","-107.3",45
EP021954,"1954071100","17.3","-107.9",45
EP021954,"1954071106","18.0","-109.0",45
EP021954,"1954071112","18.2","-110.2",45
EP021954,"1954071118","18.2","-111.5",45
EP021954,"1954071200","18.1","-112.8",45
EP021954,"1954071206","18.1","-113.9",45
EP021954,"1954071212","18.0","-115.0",45
EP021954,"1954071218","18.0","-115.7",45
EP021954,"1954071300","17.9","-116.4",45
EP021954,"1954071306","17.8","-116.8",45
EP021954,"1954071312","17.6","-117.3",45
EP021954,"1954071318","17.3","-117.8",45
EP021954,"1954071400","16.9","-118.3",45
EP021954,"1954071406","16.7","-119.0",45
EP021954,"1954071412","16.4","-119.6",45
EP021954,"1954071418","16.1","-120.2",45
EP021954,"1954071500","15.7","-120.7",45
EP021954,"1954071506","15.4","-121.2",45
EP021954,"1954071512","15.1","-121.7",45
EP021954,"1954071518","14.9","-122.0",45
EP021954,"1954071600","14.7","-122.3",45
EP031954,"1954071200","13.8","-95.1",75
EP031954,"1954071206","13.6","-95.7",75
EP031954,"1954071212","13.5","-96.4",75
EP031954,"1954071218","13.5","-97.0",75
EP031954,"1954071300","13.6","-97.6",75
EP031954,"1954071306","13.8","-98.4",75
EP031954,"1954071312","14.0","-99.2",75
EP031954,"1954071318","14.3","-100.7",75
EP031954,"1954071400","14.6","-102.2",75
EP031954,"1954071406","15.1","-103.3",75
EP031954,"1954071412","15.6","-104.3",75
EP031954,"1954071418","16.1","-105.2",75
EP031954,"1954071500","16.7","-106.1",75
EP031954,"1954071506","17.5","-107.0",75
EP031954,"1954071512","18.4","-107.8",75
EP031954,"1954071518","19.4","-108.5",75
EP031954,"1954071600","20.4","-109.1",75
EP031954,"1954071606","21.3","-109.7",75
EP031954,"1954071612","22.3","-110.3",75
EP031954,"1954071618","23.5","-111.4",75
EP031954,"1954071700","24.8","-112.6",75
EP031954,"1954071706","26.3","-113.1",75
EP031954,"1954071712","27.9","-113.1",75
EP041954,"1954072500","18.6","-112.7",75
EP041954,"1954072506","19.0","-113.8",75
EP041954,"1954072512","19.2","-115.0",75
EP041954,"1954072518","19.1","-115.9",75
EP041954,"1954072600","19.0","-116.6",75
EP041954,"1954072606","18.9","-117.1",75
EP041954,"1954072612","18.8","-117.5",75
EP041954,"1954072618","18.6","-118.2",75
EP041954,"1954072700","18.3","-118.8",75
EP041954,"1954072706","17.8","-119.2",75
EP041954,"1954072712","17.3","-119.7",75
EP041954,"1954072718","17.0","-120.4",75
EP041954,"1954072800","16.9","-121.0",75
EP041954,"1954072806","16.9","-121.5",75
EP041954,"1954072812","17.0","-121.9",75
EP041954,"1954072818","17.1","-122.3",75
EP041954,"1954072900","17.3","-122.7",75
EP041954,"1954072906","17.5","-123.2",75
EP041954,"1954072912","17.7","-123.6",75
EP041954,"1954072918","18.0","-124.1",75
EP041954,"1954073000","18.2","-124.5",75
EP041954,"1954073006","18.4","-124.8",75
EP041954,"1954073012","18.5","-125.1",75
EP041954,"1954073018","18.7","-125.8",75
EP041954,"1954073100","18.8","-126.6",75
EP041954,"1954073106","18.7","-127.3",75
EP041954,"1954073112","18.6","-127.9",75
EP041954,"1954073118","18.4","-128.9",75
EP041954,"1954080100","18.2","-129.9",75
EP041954,"1954080106","17.9","-131.0",75
EP041954,"1954080112","17.5","-132.1",75
EP051954,"1954090200","17.1","-116.1",45
EP051954,"1954090206","17.4","-118.1",45
EP051954,"1954090212","17.6","-120.1",45
EP051954,"1954090218","17.6","-121.8",45
EP051954,"1954090300","17.5","-123.4",45
EP051954,"1954090306","17.3","-124.7",45
EP051954,"1954090312","17.1","-125.9",45
EP051954,"1954090318","17.0","-127.4",45
EP051954,"1954090400","16.9","-128.9",45
EP051954,"1954090406","16.7","-130.0",45
EP051954,"1954090412","16.5","-131.1",45
EP051954,"1954090418","16.6","-132.2",45
EP051954,"1954090500","17.0","-133.2",45
EP051954,"1954090506","17.7","-134.0",45
EP051954,"1954090512","18.4","-134.7",45
EP051954,"1954090518","18.9","-135.2",45
EP051954,"1954090600","19.5","-135.7",45
EP051954,"1954090606","20.0","-135.9",45
EP051954,"1954090612","20.6","-136.0",45
EP051954,"1954090618","21.3","-136.5",45
EP051954,"1954090700","21.9","-137.1",45
EP051954,"1954090706","22.5","-137.8",45
EP051954,"1954090712","23.1","-138.6",45
EP051954,"1954090718","23.3","-139.4",45
EP051954,"1954090800","23.3","-140.3",45
EP051954,"1954090806","23.1","-141.4",45
EP051954,"1954090812","22.6","-142.7",45
EP051954,"1954090818","21.9","-144.2",45
EP051954,"1954090900","21.1","-145.7",45
EP061954,"1954090500","19.7","-106.9",45
EP061954,"1954090506","19.7","-107.0",45
EP061954,"1954090512","19.7","-107.2",45
EP061954,"1954090518","19.8","-108.2",45
EP061954,"1954090600","20.0","-109.2",45
EP061954,"1954090606","20.1","-110.0",45
EP061954,"1954090612","20.3","-110.8",45
EP061954,"1954090618","21.0","-112.5",45
EP061954,"1954090700","22.2","-114.0",45
EP061954,"1954090706","23.9","-114.6",45
EP061954,"1954090712","25.4","-115.3",45
EP061954,"1954090718","25.8","-116.2",45
EP061954,"1954090800","26.1","-117.1",45
EP061954,"1954090806","26.3","-117.9",45
EP061954,"1954090812","26.4","-118.7",45
EP071954,"1954091512","19.6","-107.5",45
EP071954,"1954091518","20.2","-108.6",45
EP071954,"1954091600","20.6","-109.5",45
EP071954,"1954091606","20.6","-110.1",45
EP071954,"1954091612","20.8","-110.7",45
EP071954,"1954091618","21.1","-110.9",45
EP071954,"1954091700","21.5","-111.1",45
EP071954,"1954091706","22.1","-111.5",45
EP071954,"1954091712","22.6","-112.1",45
EP071954,"1954091718","22.5","-112.6",45
EP071954,"1954091800","22.1","-113.2",45
EP071954,"1954091806","21.9","-114.1",45
EP071954,"1954091812","21.7","-115.2",45
EP071954,"1954091818","21.4","-116.0",45
EP071954,"1954091900","21.1","-116.8",45
EP071954,"1954091906","21.1","-117.7",45
EP071954,"1954091912","21.1","-118.7",45
EP071954,"1954091918","21.1","-119.9",45
EP071954,"1954092000","21.0","-121.0",45
EP071954,"1954092006","20.9","-121.7",45
EP071954,"1954092012","20.8","-122.4",45
EP071954,"1954092018","21.0","-123.0",45
EP071954,"1954092100","21.3","-123.7",45
EP071954,"1954092106","21.1","-124.5",45
EP071954,"1954092112","20.5","-125.0",45
EP081954,"1954092100","17.2","-103.7",45
EP081954,"1954092106","17.8","-104.3",45
EP081954,"1954092112","18.1","-104.9",45
EP081954,"1954092118","18.2","-105.5",45
EP081954,"1954092200","18.3","-106.2",45
EP081954,"1954092206","18.4","-107.6",45
EP081954,"1954092212","18.5","-109.0",45
EP081954,"1954092218","19.3","-109.6",45
EP081954,"1954092300","20.3","-110.2",45
EP081954,"1954092306","20.7","-110.9",45
EP081954,"1954092312","21.0","-111.7",45
EP081954,"1954092318","21.2","-112.3",45
EP081954,"1954092400","21.2","-113.0",45
EP081954,"1954092406","21.1","-114.0",45
EP081954,"1954092412","20.9","-114.9",45
EP081954,"1954092418","20.6","-115.5",45
