id,datetime,latitude,longitude,maximumwind
CP012000,"2000072100","10.2","-150.3",35
CP012000,"2000072106","10.2","-151.4",40
CP012000,"2000072112","10.2","-152.6",40
CP012000,"2000072118","10.1","-153.9",40
CP012000,"2000072200","10.2","-155.3",40
CP012000,"2000072206","10.3","-156.8",35
CP012000,"2000072212","10.4","-158.6",35
CP012000,"2000072218","10.7","-160.5",25
CP012000,"2000072300","10.9","-162.5",25
CP012000,"2000072306","10.9","-164.4",25
CP012000,"2000072312","10.8","-166.1",30
CP012000,"2000072318","10.6","-167.6",30
CP012000,"2000072400","10.1","-169.2",30
CP012000,"2000072406","9.5","-170.5",20
EP052000,"2000072200","18.6","-112.0",30
EP052000,"2000072206","19.1","-113.1",30
EP052000,"2000072212","19.6","-114.2",30
EP052000,"2000072218","20.1","-115.6",30
EP052000,"2000072300","20.5","-117.2",30
EP052000,"2000072306","21.2","-119.0",30
EP052000,"2000072312","21.9","-121.0",25
EP062000,"2000072300","10.1","-102.3",25
EP062000,"2000072306","10.3","-104.1",30
EP062000,"2000072312","10.6","-105.9",30
EP062000,"2000072318","10.9","-107.6",35
EP062000,"2000072400","11.3","-109.1",45
EP062000,"2000072406","11.8","-110.7",55
EP062000,"2000072412","12.3","-112.3",65
EP062000,"2000072418","12.9","-114.1",75
EP062000,"2000072500","13.4","-116.0",95
EP062000,"2000072506","13.8","-117.8",100
EP062000,"2000072512","14.0","-119.4",105
EP062000,"2000072518","14.3","-121.1",110
EP062000,"2000072600","14.5","-122.5",110
EP062000,"2000072606","14.9","-123.9",105
EP062000,"2000072612","15.3","-125.3",105
EP062000,"2000072618","15.5","-127.0",105
EP062000,"2000072700","15.6","-128.5",100
EP062000,"2000072706","15.7","-130.1",95
EP062000,"2000072712","15.9","-131.6",90
EP062000,"2000072718","16.0","-133.2",95
EP062000,"2000072800","16.4","-134.8",95
EP062000,"2000072806","16.8","-136.4",105
EP062000,"2000072812","17.2","-138.2",100
EP062000,"2000072818","17.5","-139.6",90
EP062000,"2000072900","18.0","-141.3",80
EP062000,"2000072906","18.4","-142.9",65
EP062000,"2000072912","18.7","-144.6",65
EP062000,"2000072918","18.9","-146.3",65
EP062000,"2000073000","19.3","-147.7",60
EP062000,"2000073006","19.8","-148.9",55
EP062000,"2000073012","20.1","-150.0",55
EP062000,"2000073018","20.5","-151.0",50
EP062000,"2000073100","20.7","-151.8",55
EP062000,"2000073106","20.8","-152.5",50
EP062000,"2000073112","21.0","-153.1",45
EP062000,"2000073118","21.3","-153.8",60
EP062000,"2000080100","21.8","-154.5",60
EP062000,"2000080106","22.3","-155.2",50
EP062000,"2000080112","22.9","-156.1",45
EP062000,"2000080118","23.6","-157.2",45
EP062000,"2000080200","24.2","-158.4",40
EP062000,"2000080206","25.0","-159.6",45
EP062000,"2000080212","25.8","-160.9",45
EP062000,"2000080218","26.9","-162.3",45
EP062000,"2000080300","27.9","-163.7",40
EP062000,"2000080306","28.8","-165.2",35
EP062000,"2000080312","29.8","-166.5",30
EP062000,"2000080318","30.5","-167.6",30
EP062000,"2000080400","31.4","-168.6",30
EP062000,"2000080406","32.2","-169.3",30
EP062000,"2000080412","33.0","-169.9",25
EP062000,"2000080418","33.9","-170.3",25
EP062000,"2000080500","35.0","-170.5",25
EP062000,"2000080506","36.1","-170.7",25
EP072000,"2000072606","14.9","-106.9",25
EP072000,"2000072612","15.3","-107.7",30
EP072000,"2000072618","15.8","-108.4",35
EP072000,"2000072700","16.2","-109.0",40
EP072000,"2000072706","16.8","-109.8",45
EP072000,"2000072712","17.4","-110.8",45
EP072000,"2000072718","18.1","-111.8",55
EP072000,"2000072800","18.8","-112.9",55
EP072000,"2000072806","19.4","-113.8",50
EP072000,"2000072812","19.9","-114.7",50
EP072000,"2000072818","20.1","-115.8",45
EP072000,"2000072900","20.1","-117.0",40
EP072000,"2000072906","20.2","-117.9",35
EP072000,"2000072912","20.3","-118.9",35
EP072000,"2000072918","20.3","-120.0",30
EP072000,"2000073000","20.4","-120.8",25
EP082000,"2000080312","16.4","-113.6",30
EP082000,"2000080318","16.6","-114.9",30
EP082000,"2000080400","16.7","-115.8",35
EP082000,"2000080406","16.8","-116.6",35
EP082000,"2000080412","16.8","-117.5",45
EP082000,"2000080418","16.8","-118.5",45
EP082000,"2000080500","16.7","-119.5",40
EP082000,"2000080506","16.7","-120.4",40
EP082000,"2000080512","16.5","-121.4",35
EP082000,"2000080518","16.3","-122.4",35
EP082000,"2000080600","16.2","-123.2",30
EP082000,"2000080606","15.9","-124.0",30
EP082000,"2000080612","15.5","-124.8",30
EP082000,"2000080618","15.1","-125.4",25
EP082000,"2000080700","14.9","-125.9",25
EP082000,"2000080706","14.7","-126.5",25
EP082000,"2000080712","14.5","-127.1",25
EP082000,"2000080718","14.3","-127.7",25
EP082000,"2000080800","14.2","-128.3",25
EP092000,"2000080500","15.0","-105.2",30
EP092000,"2000080506","15.2","-106.1",30
EP092000,"2000080512","15.5","-106.9",30
EP092000,"2000080518","15.8","-107.8",30
EP092000,"2000080600","16.2","-108.8",30
EP092000,"2000080606","16.6","-109.9",30
EP092000,"2000080612","17.0","-111.0",35
EP092000,"2000080618","17.4","-112.0",45
EP092000,"2000080700","17.9","-113.0",50
EP092000,"2000080706","18.2","-114.1",55
EP092000,"2000080712","18.4","-114.9",60
EP092000,"2000080718","18.5","-115.8",60
EP092000,"2000080800","18.7","-116.7",60
EP092000,"2000080806","18.9","-117.5",65
EP092000,"2000080812","19.0","-118.3",70
EP092000,"2000080818","19.3","-119.1",70
EP092000,"2000080900","19.8","-119.7",60
EP092000,"2000080906","20.2","-120.2",55
EP092000,"2000080912","20.7","-120.6",45
EP092000,"2000080918","21.2","-121.1",35
EP092000,"2000081000","21.7","-121.6",30
EP092000,"2000081006","22.0","-122.2",30
EP092000,"2000081012","22.1","-122.7",25
EP092000,"2000081018","22.2","-123.2",25
EP092000,"2000081100","22.3","-123.6",25
EP102000,"2000081018","17.8","-106.6",25
EP102000,"2000081100","17.7","-108.1",25
EP102000,"2000081106","17.9","-109.2",25
EP102000,"2000081112","18.1","-110.4",30
EP102000,"2000081118","18.3","-111.7",30
EP102000,"2000081200","18.5","-112.9",35
EP102000,"2000081206","18.5","-114.1",40
EP102000,"2000081212","18.4","-115.1",45
EP102000,"2000081218","18.2","-115.8",50
EP102000,"2000081300","18.1","-116.5",50
EP102000,"2000081306","18.2","-117.2",55
EP102000,"2000081312","18.2","-117.7",55
EP102000,"2000081318","18.3","-118.1",60
EP102000,"2000081400","18.4","-118.4",65
EP102000,"2000081406","18.7","-118.9",65
EP102000,"2000081412","19.1","-119.3",70
EP102000,"2000081418","19.5","-119.9",70
EP102000,"2000081500","20.0","-120.5",65
EP102000,"2000081506","20.3","-121.2",60
EP102000,"2000081512","20.3","-122.1",55
EP102000,"2000081518","20.2","-123.0",45
EP102000,"2000081600","20.0","-123.9",35
EP102000,"2000081606","20.0","-125.0",30
EP102000,"2000081612","20.0","-126.6",25
EP102000,"2000081618","20.0","-128.0",25
EP112000,"2000081318","17.1","-104.0",30
EP112000,"2000081400","17.7","-104.7",35
EP112000,"2000081406","18.4","-105.6",35
EP112000,"2000081412","19.1","-106.4",40
EP112000,"2000081418","19.9","-107.0",50
EP112000,"2000081500","20.8","-107.6",55
EP112000,"2000081506","21.5","-108.5",60
EP112000,"2000081512","22.0","-109.5",60
EP112000,"2000081518","22.1","-110.6",60
EP112000,"2000081600","22.3","-111.5",60
EP112000,"2000081606","22.5","-112.5",55
EP112000,"2000081612","22.7","-113.1",35
EP112000,"2000081618","23.0","-113.6",30
EP112000,"2000081700","23.3","-114.5",25
CP022000,"2000081600","34.4","-178.5",45
CP022000,"2000081606","35.3","-177.9",45
CP022000,"2000081612","36.4","-177.4",40
CP022000,"2000081618","37.6","-176.9",40
CP022000,"2000081700","39.0","-176.4",40
CP022000,"2000081706","40.2","-176.0",35
EP122000,"2000082806","14.9","-137.4",30
EP122000,"2000082812","15.1","-137.8",35
EP122000,"2000082818","15.4","-138.2",45
EP122000,"2000082900","15.7","-138.5",55
EP122000,"2000082906","16.1","-138.9",55
EP122000,"2000082912","16.6","-139.2",55
EP122000,"2000082918","16.8","-139.7",55
EP122000,"2000083000","16.9","-140.1",55
EP122000,"2000083006","17.1","-140.4",55
EP122000,"2000083012","17.2","-140.5",55
EP122000,"2000083018","17.3","-140.4",60
EP122000,"2000083100","17.4","-140.3",55
EP122000,"2000083106","17.2","-140.6",45
EP122000,"2000083112","17.0","-141.2",35
EP122000,"2000083118","17.1","-141.7",35
EP122000,"2000090100","17.3","-141.9",30
EP122000,"2000090106","17.4","-141.9",30
EP122000,"2000090112","17.5","-141.9",25
EP132000,"2000083100","13.0","-131.4",25
EP132000,"2000083106","13.2","-132.2",25
EP132000,"2000083112","13.4","-132.6",30
EP132000,"2000083118","13.5","-133.0",30
EP132000,"2000090100","13.7","-133.2",30
EP132000,"2000090106","13.8","-133.2",30
EP132000,"2000090112","13.8","-133.3",30
EP132000,"2000090118","13.5","-133.3",30
EP132000,"2000090200","13.2","-133.3",35
EP132000,"2000090206","13.2","-133.5",35
EP132000,"2000090212","13.6","-133.4",35
EP132000,"2000090218","14.3","-133.2",30
EP132000,"2000090300","14.7","-133.2",25
EP142000,"2000090500","15.4","-102.2",25
EP142000,"2000090506","15.7","-103.6",30
EP142000,"2000090512","15.9","-105.1",35
EP142000,"2000090518","16.0","-106.3",40
EP142000,"2000090600","15.8","-107.1",45
EP142000,"2000090606","15.4","-107.9",45
EP142000,"2000090612","14.8","-108.3",50
EP142000,"2000090618","14.3","-108.5",50
EP142000,"2000090700","13.8","-108.3",45
EP142000,"2000090706","13.5","-108.0",40
EP142000,"2000090712","13.9","-107.8",40
EP142000,"2000090718","14.5","-107.7",45
EP142000,"2000090800","15.1","-108.0",45
EP142000,"2000090806","15.5","-108.3",50
EP142000,"2000090812","15.9","-108.6",55
EP142000,"2000090818","16.4","-108.9",60
EP142000,"2000090900","17.1","-109.4",65
EP142000,"2000090906","17.9","-110.0",70
EP142000,"2000090912","18.6","-110.6",75
EP142000,"2000090918","19.5","-111.4",80
EP142000,"2000091000","20.2","-112.5",85
EP142000,"2000091006","20.5","-113.5",85
EP142000,"2000091012","20.9","-114.4",85
EP142000,"2000091018","21.3","-115.1",85
EP142000,"2000091100","21.7","-115.8",80
EP142000,"2000091106","22.2","-116.9",75
EP142000,"2000091112","22.6","-117.9",65
EP142000,"2000091118","23.0","-119.0",60
EP142000,"2000091200","23.5","-120.0",55
EP142000,"2000091206","24.2","-120.9",50
EP142000,"2000091212","25.0","-121.7",45
EP142000,"2000091218","25.8","-122.4",45
EP142000,"2000091300","26.7","-123.0",40
EP142000,"2000091306","27.8","-123.1",35
EP142000,"2000091312","29.1","-122.9",30
EP142000,"2000091318","30.7","-122.8",25
EP142000,"2000091400","32.2","-122.2",25
EP152000,"2000091518","19.2","-107.4",30
EP152000,"2000091600","19.8","-107.4",30
EP152000,"2000091606","20.2","-107.6",30
EP152000,"2000091612","20.6","-107.8",35
EP152000,"2000091618","21.0","-108.2",35
EP152000,"2000091700","21.5","-108.5",30
EP152000,"2000091706","22.4","-108.9",25
EP152000,"2000091712","23.7","-109.2",25
EP162000,"2000092000","16.8","-103.4",25
EP162000,"2000092006","17.2","-103.2",30
EP162000,"2000092012","17.8","-102.9",40
EP162000,"2000092018","18.3","-103.1",45
EP162000,"2000092100","18.6","-103.5",35
EP162000,"2000092106","19.5","-104.2",30
EP162000,"2000092112","20.0","-105.0",30
EP162000,"2000092118","20.2","-105.3",25
EP162000,"2000092200","20.7","-105.7",25
EP162000,"2000092206","21.4","-106.1",25
EP162000,"2000092212","22.6","-106.3",25
EP162000,"2000092218","23.7","-106.3",25
EP172000,"2000100212","15.3","-103.1",25
EP172000,"2000100218","15.3","-103.5",30
EP172000,"2000100300","15.3","-103.8",35
EP172000,"2000100306","15.3","-104.0",35
EP172000,"2000100312","15.3","-104.2",40
EP172000,"2000100318","15.4","-104.5",55
EP172000,"2000100400","15.5","-104.8",55
EP172000,"2000100406","15.7","-105.2",55
EP172000,"2000100412","15.8","-105.5",55
EP172000,"2000100418","15.9","-105.9",55
EP172000,"2000100500","16.0","-106.5",55
EP172000,"2000100506","16.0","-107.0",55
EP172000,"2000100512","15.9","-107.6",50
EP172000,"2000100518","15.8","-108.0",50
EP172000,"2000100600","15.7","-108.4",45
EP172000,"2000100606","15.6","-108.7",35
EP172000,"2000100612","15.5","-109.1",45
EP172000,"2000100618","15.6","-109.5",45
EP172000,"2000100700","15.9","-110.0",45
EP172000,"2000100706","16.1","-110.6",45
EP172000,"2000100712","16.5","-111.3",45
EP172000,"2000100718","16.9","-111.9",45
EP172000,"2000100800","17.4","-112.5",50
EP172000,"2000100806","17.8","-113.3",55
EP172000,"2000100812","18.1","-114.0",50
EP172000,"2000100818","18.5","-114.9",40
EP172000,"2000100900","18.9","-115.7",35
EP172000,"2000100906","19.4","-116.6",30
EP172000,"2000100912","19.9","-117.4",30
EP172000,"2000100918","20.3","-117.8",30
EP172000,"2000101000","20.7","-118.3",25
EP172000,"2000101006","21.0","-118.7",20
EP182000,"2000102506","10.2","-108.4",25
EP182000,"2000102512","10.2","-109.7",30
EP182000,"2000102518","10.4","-111.3",30
EP182000,"2000102600","10.4","-112.7",30
EP182000,"2000102606","10.4","-114.0",30
EP182000,"2000102612","10.3","-115.4",35
EP182000,"2000102618","10.3","-116.7",40
EP182000,"2000102700","10.6","-117.7",35
EP182000,"2000102706","11.1","-118.7",35
EP182000,"2000102712","11.5","-119.5",35
EP182000,"2000102718","11.7","-120.7",35
EP182000,"2000102800","11.7","-122.0",30
EP182000,"2000102806","11.7","-123.4",30
EP182000,"2000102812","11.7","-124.9",30
EP182000,"2000102818","11.6","-126.7",30
EP182000,"2000102900","11.7","-128.5",25
EP192000,"2000110318","10.3","-89.8",25
EP192000,"2000110400","10.6","-90.7",30
EP192000,"2000110406","10.7","-91.8",30
EP192000,"2000110412","10.6","-92.8",30
EP192000,"2000110418","10.4","-94.2",30
EP192000,"2000110500","10.4","-95.2",30
EP192000,"2000110506","10.5","-96.1",30
EP192000,"2000110512","10.8","-97.0",35
EP192000,"2000110518","11.0","-97.9",40
EP192000,"2000110600","11.4","-98.5",50
EP192000,"2000110606","11.8","-98.8",55
EP192000,"2000110612","12.3","-98.8",55
EP192000,"2000110618","12.7","-98.7",55
EP192000,"2000110700","13.2","-98.7",55
EP192000,"2000110706","13.6","-98.2",50
EP192000,"2000110712","14.0","-97.7",50
EP192000,"2000110718","14.5","-97.3",50
EP192000,"2000110800","15.0","-97.0",45
EP192000,"2000110806","15.5","-96.5",40
EP192000,"2000110812","16.3","-95.9",25
EP012001,"2001052518","13.6","-101.1",25
EP012001,"2001052600","13.7","-101.2",30
EP012001,"2001052606","13.8","-101.2",30
EP012001,"2001052612","13.7","-100.9",30
EP012001,"2001052618","13.6","-100.5",35
EP012001,"2001052700","13.5","-100.2",40
EP012001,"2001052706","13.3","-100.0",50
EP012001,"2001052712","13.2","-99.7",60
EP012001,"2001052718","13.5","-99.5",75
EP012001,"2001052800","13.9","-99.8",95
EP012001,"2001052806","14.2","-100.2",105
EP012001,"2001052812","14.4","-100.5",110
EP012001,"2001052818","14.7","-101.2",115
EP012001,"2001052900","15.0","-102.1",125
EP012001,"2001052906","15.3","-103.2",125
EP012001,"2001052912","15.5","-104.2",125
EP012001,"2001052918","15.7","-105.2",115
EP012001,"2001053000","15.9","-106.1",110
EP012001,"2001053006","16.0","-107.0",100
EP012001,"2001053012","16.2","-107.8",95
EP012001,"2001053018","16.3","-108.6",90
EP012001,"2001053100","16.4","-109.4",80
EP012001,"2001053106","16.4","-110.2",70
EP012001,"2001053112","16.4","-110.8",65
EP012001,"2001053118","16.3","-111.3",65
EP012001,"2001060100","16.2","-111.8",55
EP012001,"2001060106","16.2","-112.0",45
EP012001,"2001060112","16.3","-112.3",35
EP012001,"2001060118","16.4","-112.5",30
EP022001,"2001062000","11.9","-126.5",30
EP022001,"2001062006","12.3","-127.8",30
EP022001,"2001062012","12.7","-129.1",30
EP022001,"2001062018","13.2","-130.4",35
EP022001,"2001062100","13.7","-131.6",40
EP022001,"2001062106","14.2","-132.8",45
EP022001,"2001062112","14.7","-134.1",50
EP022001,"2001062118","15.1","-135.3",45
EP022001,"2001062200","15.6","-136.5",45
EP022001,"2001062206","16.1","-137.8",40
EP022001,"2001062212","16.5","-139.0",35
EP022001,"2001062218","16.8","-140.1",30
EP022001,"2001062300","17.3","-141.2",30
EP022001,"2001062306","17.7","-142.6",30
EP022001,"2001062312","18.0","-143.7",25
EP022001,"2001062318","18.2","-145.0",25
EP022001,"2001062400","18.8","-146.3",25
EP022001,"2001062406","19.3","-147.6",25
EP022001,"2001062412","19.8","-148.9",25
EP022001,"2001062418","20.3","-150.3",25
EP022001,"2001062500","20.7","-151.8",25
EP022001,"2001062506","21.1","-153.2",25
EP022001,"2001062512","21.6","-155.0",25
EP022001,"2001062518","22.2","-156.9",25
EP022001,"2001062600","22.6","-158.9",25
EP022001,"2001062606","23.1","-161.0",25
EP032001,"2001071306","15.0","-108.4",25
EP032001,"2001071312","15.8","-110.0",35
EP032001,"2001071318","16.3","-111.4",40
EP032001,"2001071400","16.8","-112.4",40
EP032001,"2001071406","17.2","-113.3",35
EP032001,"2001071412","17.7","-114.2",35
EP032001,"2001071418","18.2","-115.1",30
EP032001,"2001071500","18.8","-115.9",25
EP032001,"2001071506","19.2","-116.6",25
EP042001,"2001072018","13.9","-117.4",30
EP042001,"2001072100","14.3","-118.1",30
EP042001,"2001072106","14.9","-118.8",30
EP042001,"2001072112","15.5","-119.6",30
EP042001,"2001072118","16.2","-120.4",35
EP042001,"2001072200","17.0","-121.5",35
EP042001,"2001072206","17.7","-122.3",35
EP042001,"2001072212","18.5","-123.3",35
EP042001,"2001072218","19.2","-124.5",35
EP042001,"2001072300","19.6","-125.6",35
EP042001,"2001072306","20.0","-126.5",35
EP042001,"2001072312","20.4","-127.4",30
EP042001,"2001072318","20.8","-128.0",30
EP042001,"2001072400","21.1","-128.6",25
EP052001,"2001072100","11.3","-93.8",30
EP052001,"2001072106","11.9","-94.9",30
EP052001,"2001072112","12.4","-96.0",35
EP052001,"2001072118","13.0","-97.0",40
EP052001,"2001072200","13.6","-98.2",50
EP052001,"2001072206","14.2","-99.4",55
EP052001,"2001072212","14.8","-100.7",55
EP052001,"2001072218","15.5","-102.1",55
EP052001,"2001072300","16.1","-103.4",55
EP052001,"2001072306","16.7","-104.5",55
EP052001,"2001072312","17.2","-105.6",55
EP052001,"2001072318","17.5","-106.4",55
EP052001,"2001072400","17.7","-107.3",60
EP052001,"2001072406","18.0","-108.1",60
EP052001,"2001072412","18.2","-109.0",65
EP052001,"2001072418","18.4","-109.8",60
EP052001,"2001072500","18.6","-110.5",60
EP052001,"2001072506","18.8","-111.1",55
EP052001,"2001072512","19.0","-111.6",55
EP052001,"2001072518","19.1","-112.2",55
EP052001,"2001072600","19.3","-112.8",55
EP052001,"2001072606","19.5","-113.4",55
EP052001,"2001072612","19.7","-114.0",55
EP052001,"2001072618","19.9","-114.7",55
EP052001,"2001072700","20.1","-115.5",55
EP052001,"2001072706","20.4","-116.3",50
EP052001,"2001072712","20.7","-117.1",45
EP052001,"2001072718","21.1","-117.9",40
EP052001,"2001072800","21.5","-118.9",35
EP052001,"2001072806","22.0","-119.9",30
EP052001,"2001072812","22.4","-121.1",25
EP062001,"2001082212","17.1","-135.4",25
EP062001,"2001082218","18.1","-135.9",30
EP062001,"2001082300","19.1","-136.6",30
EP062001,"2001082306","19.6","-137.4",30
EP062001,"2001082312","20.3","-138.0",30
EP062001,"2001082318","20.7","-138.2",30
EP062001,"2001082400","21.1","-137.8",25
EP072001,"2001082606","19.1","-108.5",30
EP072001,"2001082612","19.7","-109.7",30
EP072001,"2001082618","20.0","-110.6",35
EP072001,"2001082700","20.1","-111.6",40
EP072001,"2001082706","20.2","-112.5",45
EP072001,"2001082712","20.1","-113.3",55
EP072001,"2001082718","19.9","-113.8",65
EP072001,"2001082800","19.5","-114.1",65
EP072001,"2001082806","19.2","-114.3",65
EP072001,"2001082812","19.1","-114.3",70
EP072001,"2001082818","19.4","-114.7",70
EP072001,"2001082900","19.8","-115.1",75
EP072001,"2001082906","20.1","-115.4",80
EP072001,"2001082912","20.6","-116.2",85
EP072001,"2001082918","20.9","-116.6",90
EP072001,"2001083000","21.5","-117.1",85
EP072001,"2001083006","21.9","-117.7",80
EP072001,"2001083012","22.4","-118.0",70
EP072001,"2001083018","22.9","-118.1",65
EP072001,"2001083100","23.4","-118.4",65
EP072001,"2001083106","23.6","-118.6",60
EP072001,"2001083112","23.9","-118.9",55
EP072001,"2001083118","24.3","-119.2",50
EP072001,"2001090100","24.8","-119.3",40
EP072001,"2001090106","25.2","-119.1",35
EP072001,"2001090112","25.6","-118.9",30
EP072001,"2001090118","26.0","-118.6",30
EP072001,"2001090200","26.6","-118.4",25
EP082001,"2001090406","15.4","-122.6",30
EP082001,"2001090412","15.4","-123.4",35
EP082001,"2001090418","15.4","-124.2",40
EP082001,"2001090500","15.4","-124.5",50
EP082001,"2001090506","15.4","-124.7",55
EP082001,"2001090512","15.3","-125.0",55
EP082001,"2001090518","15.2","-125.5",60
EP082001,"2001090600","15.1","-126.0",65
EP082001,"2001090606","15.1","-126.5",70
EP082001,"2001090612","15.0","-127.3",75
EP082001,"2001090618","14.9","-128.0",85
EP082001,"2001090700","15.1","-128.5",85
EP082001,"2001090706","15.4","-128.7",85
EP082001,"2001090712","15.9","-129.1",80
EP082001,"2001090718","16.5","-129.5",75
EP082001,"2001090800","17.4","-129.5",65
EP082001,"2001090806","18.8","-129.8",60
EP082001,"2001090812","20.6","-130.3",50
EP082001,"2001090818","22.1","-132.1",40
EP082001,"2001090900","22.4","-134.5",30
EP082001,"2001090906","21.5","-136.2",30
EP082001,"2001090912","20.7","-137.2",30
EP082001,"2001090918","20.7","-137.5",25
EP092001,"2001090412","16.9","-108.8",25
EP092001,"2001090418","17.5","-110.1",25
EP092001,"2001090500","17.8","-111.5",30
EP092001,"2001090506","17.9","-112.9",35
EP092001,"2001090512","17.8","-114.3",40
EP092001,"2001090518","17.7","-115.7",40
EP092001,"2001090600","17.7","-117.1",45
EP092001,"2001090606","18.2","-118.5",50
EP092001,"2001090612","18.8","-119.9",50
EP092001,"2001090618","19.6","-121.5",50
EP092001,"2001090700","20.5","-122.9",55
EP092001,"2001090706","21.3","-124.5",50
EP092001,"2001090712","22.1","-126.0",45
EP092001,"2001090718","22.6","-127.7",45
EP092001,"2001090800","22.9","-129.8",40
EP092001,"2001090806","22.6","-132.2",35
EP092001,"2001090812","21.6","-134.3",30
CP012001,"2001091000","12.7","-146.7",25
CP012001,"2001091006","12.9","-147.8",25
CP012001,"2001091012","13.2","-149.0",30
CP012001,"2001091018","13.7","-150.3",25
CP012001,"2001091100","13.7","-151.7",25
CP012001,"2001091106","13.6","-153.2",25
CP012001,"2001091112","12.6","-154.8",25
EP102001,"2001091012","14.8","-98.9",25
EP102001,"2001091018","14.9","-100.1",25
EP102001,"2001091100","15.2","-101.4",30
EP102001,"2001091106","15.7","-102.7",35
EP102001,"2001091112","16.7","-104.3",35
EP102001,"2001091118","17.3","-105.5",35
EP102001,"2001091200","17.9","-106.7",35
EP102001,"2001091206","18.5","-108.0",35
EP102001,"2001091212","19.4","-108.8",40
EP102001,"2001091218","20.3","-109.6",45
EP102001,"2001091300","21.0","-110.3",45
EP102001,"2001091306","21.8","-111.2",45
EP102001,"2001091312","23.0","-112.5",45
EP102001,"2001091318","23.9","-113.8",40
EP102001,"2001091400","24.6","-114.6",35
EP102001,"2001091406","25.0","-115.2",30
EP102001,"2001091412","25.2","-116.2",25
EP102001,"2001091418","25.1","-117.0",25
EP102001,"2001091500","25.1","-117.5",20
EP112001,"2001092106","12.6","-91.1",30
EP112001,"2001092112","13.0","-92.8",35
EP112001,"2001092118","13.5","-94.3",35
EP112001,"2001092200","13.6","-95.8",40
EP112001,"2001092206","13.6","-97.3",45
EP112001,"2001092212","13.5","-98.5",45
EP112001,"2001092218","13.5","-99.7",45
EP112001,"2001092300","14.2","-100.4",50
EP112001,"2001092306","14.6","-101.3",55
EP112001,"2001092312","14.8","-102.2",65
EP112001,"2001092318","14.9","-102.8",85
EP112001,"2001092400","14.8","-103.3",110
EP112001,"2001092406","15.0","-103.5",115
EP112001,"2001092412","15.1","-103.8",100
EP112001,"2001092418","15.2","-104.1",95
EP112001,"2001092500","15.4","-104.7",115
EP112001,"2001092506","15.9","-105.3",125
EP112001,"2001092512","16.2","-106.2",125
EP112001,"2001092518","16.4","-107.2",125
EP112001,"2001092600","16.8","-107.9",125
EP112001,"2001092606","17.5","-108.6",115
EP112001,"2001092612","18.2","-109.1",105
EP112001,"2001092618","18.8","-109.8",100
EP112001,"2001092700","19.4","-110.3",95
EP112001,"2001092706","20.1","-110.5",90
EP112001,"2001092712","20.7","-110.8",85
EP112001,"2001092718","21.4","-110.7",80
EP112001,"2001092800","22.3","-110.7",80
EP112001,"2001092806","22.8","-111.0",75
EP112001,"2001092812","23.0","-111.1",70
EP112001,"2001092818","23.2","-111.1",60
EP112001,"2001092900","23.4","-111.2",60
EP112001,"2001092906","23.6","-111.3",65
EP112001,"2001092912","23.8","-111.5",65
EP112001,"2001092918","24.0","-111.7",45
EP112001,"2001093000","25.0","-112.0",35
EP112001,"2001093006","26.1","-111.8",30
EP112001,"2001093012","27.1","-111.8",30
EP112001,"2001093018","28.2","-112.0",30
EP112001,"2001100100","28.7","-112.2",25
EP112001,"2001100106","29.2","-112.5",25
EP112001,"2001100112","29.7","-112.7",25
EP112001,"2001100118","30.2","-113.1",30
EP112001,"2001100200","30.4","-113.3",30
EP112001,"2001100206","30.6","-113.6",30
EP112001,"2001100212","30.5","-113.8",30
EP112001,"2001100218","30.4","-114.4",30
EP112001,"2001100300","30.2","-114.6",25
EP122001,"2001092118","15.6","-116.1",30
EP122001,"2001092200","15.9","-117.2",30
EP122001,"2001092206","16.3","-118.3",30
EP122001,"2001092212","17.0","-119.2",35
EP122001,"2001092218","17.7","-120.2",40
EP122001,"2001092300","18.0","-121.2",45
EP122001,"2001092306","18.1","-122.2",55
EP122001,"2001092312","18.2","-123.3",65
EP122001,"2001092318","18.3","-124.4",60
EP122001,"2001092400","18.6","-125.1",55
EP122001,"2001092406","19.0","-125.6",55
EP122001,"2001092412","19.1","-126.2",50
EP122001,"2001092418","19.2","-126.7",50
EP122001,"2001092500","19.2","-127.2",40
EP122001,"2001092506","19.2","-127.9",35
EP122001,"2001092512","19.2","-128.6",30
EP122001,"2001092518","19.2","-129.3",25
CP022001,"2001092212","9.7","-143.5",25
CP022001,"2001092218","9.8","-144.5",25
CP022001,"2001092300","9.8","-145.8",30
CP022001,"2001092306","9.9","-147.2",35
CP022001,"2001092312","10.0","-148.4",30
CP022001,"2001092318","10.0","-149.7",30
CP022001,"2001092400","10.2","-151.0",30
CP022001,"2001092406","10.5","-152.6",30
CP022001,"2001092412","10.5","-155.6",30
CP022001,"2001092418","10.5","-157.4",30
CP022001,"2001092500","10.9","-159.1",25
CP022001,"2001092506","11.1","-161.2",25
EP132001,"2001100200","11.9","-102.0",30
EP132001,"2001100206","12.0","-103.1",30
EP132001,"2001100212","12.6","-104.3",35
EP132001,"2001100218","13.2","-105.4",40
EP132001,"2001100300","14.3","-106.0",40
EP132001,"2001100306","15.0","-106.3",45
EP132001,"2001100312","15.7","-106.5",50
EP132001,"2001100318","16.2","-106.7",45
EP132001,"2001100400","16.8","-106.7",40
EP132001,"2001100406","17.6","-107.0",35
EP132001,"2001100412","18.5","-107.0",30
EP132001,"2001100418","19.6","-106.7",25
